,Ingredients,Prices,Weights,Price per unit
558,Wasabi,3.79,1.52,2.4934210526315788
559,Water,4.99,16.9,0.29526627218934914
560,Waterchestnuts,1.99,8.0,0.24875
561,Watercress,3.79,3.0,1.2633333333333334
562,Watermelon,11.49,32.0,0.3590625
563,Waxgourd,7.79,16.0,0.486875
564,Whale,35.99,750.0,0.04798666666666667
565,Wheat,4.99,20.0,0.2495
566,Wheat bran,2.29,8.0,0.28625
567,Wheat flour,3.49,5.0,0.6980000000000001
568,Wheat flours,7.49,2.2,3.4045454545454543
569,Wheat germ,7.69,12.0,0.6408333333333334
570,Whey,76.99,5.64,13.650709219858156
571,Whipped cream substitute,0.0,0.0,10000.0
572,Whipped topping,3.89,8.0,0.48625
573,Whiskey sour mix,14.99,17.0,0.881764705882353
574,Wild rice,1.0,16.0,0.0625
575,Willow,5.79,10.0,0.579
576,Winged bean,1.49,15.5,0.09612903225806452
577,Winged bean leaves,4.35,10.0,0.43499999999999994
578,Winged bean tuber,2.49,14.0,0.17785714285714288
579,Winged beans,2.29,14.8,0.15472972972972973
580,Wocas,3.69,12.0,0.3075
581,Wonton wrappers (includes egg roll wrappers),0.0,0.0,10000.0
582,Yachtwurst,0.0,0.0,10000.0
583,Yam,1.12,1.0,1.12
584,Yambean (jicama),0.0,0.0,10000.0
585,Yardlong bean,1.49,1.0,1.49
586,Yardlong beans,7.62,32.0,0.238125
587,Yautia (tannier),0.0,0.0,10000.0
588,Yeast extract spread,8.59,8.8,0.9761363636363636
589,Yellow rice with seasoning,8.49,2.0,4.245
590,Yogurt,2.89,32.0,0.0903125
591,Yogurt parfait,1.19,6.0,0.19833333333333333
592,Yokan,16.99,21.0,0.809047619047619
593,Zwieback,0.0,0.0,10000.0
